Date,Open,High,Low,Close,Adj Close,Volume
1/29/2015,233.348007,238.705994,220.712006,233.513,233.513,32213400
1/30/2015,232.772003,242.850998,225.839005,226.425003,226.425003,26605200
1/31/2015,226.440994,233.503998,216.309006,217.464005,217.464005,23348200
2/1/2015,216.867004,231.574005,212.014999,226.972,226.972,29128500
2/2/2015,226.490997,242.175003,222.658997,238.229004,238.229004,30612100
2/3/2015,237.453995,245.957001,224.483002,227.268005,227.268005,40783700
2/4/2015,227.511002,230.057999,221.113007,226.852997,226.852997,26594300
2/5/2015,227.664993,239.404999,214.725006,217.110992,217.110992,22516400
2/6/2015,216.923004,230.509995,216.231995,222.266006,222.266006,24435300
2/7/2015,222.632996,230.298996,222.606995,227.753998,227.753998,21604200
2/8/2015,227.692993,229.438004,221.076996,223.412003,223.412003,17145200
2/9/2015,223.389008,223.977005,217.018997,220.110001,220.110001,27791300
2/10/2015,220.281998,221.807007,215.332001,219.839005,219.839005,21115100
2/11/2015,219.731995,223.406006,218.074005,219.184998,219.184998,17201900
2/12/2015,219.207993,222.199005,217.613998,221.764008,221.764008,15206200
2/13/2015,221.968994,240.259003,221.261993,235.427002,235.427002,42744400
2/14/2015,235.528,259.808014,235.528,257.321014,257.321014,49732500
2/15/2015,257.506989,265.610992,227.684006,234.824997,234.824997,56552400
2/16/2015,234.824997,239.520996,229.022003,233.843002,233.843002,28153700
2/17/2015,233.421997,245.774994,232.313995,243.610001,243.610001,27363100
2/18/2015,243.779999,244.251007,232.339996,236.326004,236.326004,25200800
2/19/2015,236.410004,242.671997,235.591995,240.283005,240.283005,18270500
2/20/2015,240.251007,247.100998,239.298996,243.779007,243.779007,23876700
2/21/2015,243.751999,255.320007,243.184006,244.533997,244.533997,12284200
2/22/2015,244.544006,246.391998,233.850998,235.977005,235.977005,19527000
2/23/2015,235.994995,240.108994,232.421005,238.891998,238.891998,16400000
2/24/2015,238.998001,239.901001,236.401993,238.735001,238.735001,14200400
2/25/2015,238.889999,239.339996,235.529999,237.470001,237.470001,11496200
2/26/2015,237.337006,237.710007,234.257004,236.425995,236.425995,13619400
2/27/2015,236.436005,256.653015,236.436005,253.828003,253.828003,44013900
2/28/2015,253.520004,254.692001,249.479004,254.263,254.263,13949300
3/1/2015,254.283005,261.660004,245.932999,260.201996,260.201996,25213700
3/2/2015,260.356995,276.300995,258.312988,275.670013,275.670013,40465700
3/3/2015,275.04599,285.79599,268.161011,281.701996,281.701996,50461300
3/4/2015,281.98999,284.225006,268.126007,273.09201,273.09201,41383000
3/5/2015,272.739014,281.666992,264.769012,276.178009,276.178009,41302400
3/6/2015,275.600006,277.608002,270.015015,272.722992,272.722992,28918900
3/7/2015,272.294006,277.854004,270.132996,276.260986,276.260986,17825900
3/8/2015,276.433014,277.858002,272.565002,274.354004,274.354004,22067900
3/9/2015,274.812012,292.700989,273.893005,289.606995,289.606995,59178200
3/10/2015,289.862,300.044006,289.743011,291.76001,291.76001,67770800
3/11/2015,291.524994,297.390991,290.507996,296.378998,296.378998,33963900
3/12/2015,296.127014,297.088013,292.412994,294.354004,294.354004,32585200
3/13/2015,294.118011,294.497986,285.337006,285.337006,285.337006,31421500
3/14/2015,284.441986,286.34201,280.976013,281.88501,281.88501,22612300
3/15/2015,281.424988,286.528992,280.996002,286.393005,286.393005,11970100
3/16/2015,285.684998,294.112,285.684998,290.592987,290.592987,21516100
3/17/2015,290.595001,292.36499,284.373993,285.505005,285.505005,21497200
3/18/2015,285.066986,285.335999,249.869995,256.299011,256.299011,57008000
3/19/2015,255.880005,264.243988,248.636002,260.928009,260.928009,52732000
3/20/2015,260.955994,264.847992,259.161987,261.748993,261.748993,18456700
3/21/2015,261.644012,262.196014,255.649994,260.024994,260.024994,17130100
3/22/2015,259.916992,269.747009,259.589996,267.959991,267.959991,18438100
3/23/2015,267.894989,277.296997,261.744995,266.73999,266.73999,22811900
3/24/2015,266.576996,267.002991,244.154999,245.595001,245.595001,40073700
3/25/2015,247.472,249.190002,236.514999,246.197006,246.197006,35866900
3/26/2015,246.276001,254.354004,244.904999,248.531998,248.531998,25730000
3/27/2015,248.565994,256.811005,245.212997,247.029007,247.029007,17274900
3/28/2015,246.975006,254.205002,246.975006,252.798004,252.798004,16040900
3/29/2015,252.740005,253.139008,240.850006,242.712997,242.712997,21699400
3/30/2015,242.878998,249.242004,239.214005,247.526001,247.526001,23009600
3/31/2015,247.453995,248.729996,242.738998,244.223999,244.223999,22672000
4/1/2015,244.223007,247.541,241.160004,247.272003,247.272003,22877200
4/2/2015,247.089005,254.460999,245.416,253.005005,253.005005,26272600
4/3/2015,253.074005,256.042999,251.878998,254.322006,254.322006,23146600
4/4/2015,254.291,255.257996,251.100006,253.697006,253.697006,12493500
4/5/2015,253.761002,260.674988,251.942001,260.597992,260.597992,19649200
4/6/2015,260.721008,261.798004,254.574997,255.492004,255.492004,20034200
4/7/2015,255.274002,255.804993,252.205002,253.179993,253.179993,18467400
4/8/2015,253.063995,253.847,244.214996,245.022003,245.022003,30086400
4/9/2015,244.751007,246.117996,239.399994,243.675995,243.675995,21643500
4/10/2015,243.694,243.694,232.770996,236.072006,236.072006,28882000
4/11/2015,236.016006,239.537003,234.175003,236.552002,236.552002,16365200
4/12/2015,236.535004,237.727997,233.494995,236.153,236.153,12387900
4/13/2015,235.949997,236.934998,221.996002,224.587006,224.587006,31181800
4/14/2015,224.759003,224.975998,216.322998,219.158997,219.158997,31719000
4/15/2015,219.072998,223.832993,218.649002,223.832993,223.832993,22562000
4/16/2015,223.917007,229.671997,223.917007,228.572998,228.572998,24805400
4/17/2015,228.574997,228.906006,221.942001,222.882004,222.882004,20429800
4/18/2015,222.852997,224.315994,220.876007,223.356003,223.356003,12939000
4/19/2015,223.455994,226.352997,222.373001,222.600006,222.600006,15021500
4/20/2015,222.612,226.350998,221.977005,224.626007,224.626007,18364700
4/21/2015,224.619995,235.268997,224.300995,235.268997,235.268997,24978000
4/22/2015,235.602005,237.908997,233.475998,234.175995,234.175995,23847900
4/23/2015,234.052994,236.475006,233.199005,236.462006,236.462006,17036000
4/24/2015,235.970001,236.304993,229.932999,231.268005,231.268005,21448700
4/25/2015,231.235001,232.561005,226.337006,226.389999,226.389999,13957200
4/26/2015,226.410004,226.944,214.873993,219.429993,219.429993,28943700
4/27/2015,219.429001,233.304993,218.022995,229.285995,229.285995,38574000
4/28/2015,228.968994,229.494995,223.069,225.854996,225.854996,21469200
4/29/2015,225.591003,227.039993,223.429993,225.807999,225.807999,18936500
4/30/2015,225.692993,239.563004,224.992996,236.145004,236.145004,33818600
5/1/2015,235.938995,238.966003,232.078995,232.078995,232.078995,18815300
5/2/2015,232.341003,235.727005,232.341003,234.929993,234.929993,12535500
5/3/2015,234.880005,243.240005,234.082993,240.358002,240.358002,18494100
5/4/2015,240.356003,242.638,237.809998,239.018005,239.018005,21223400
5/5/2015,238.852005,239.203995,232.054001,236.121002,236.121002,23929100
5/6/2015,236.248993,236.453995,229.231003,229.781998,229.781998,29587200
5/7/2015,229.662003,239.104996,228.572998,237.334,237.334,29064400
5/8/2015,237.203995,246.274994,236.274002,243.863007,243.863007,27445500
5/9/2015,243.768997,247.804001,239.639008,241.832001,241.832001,19790500
5/10/2015,241.729004,244.067993,238.848999,240.296005,240.296005,15019100
5/11/2015,240.298996,244.270004,239.376007,242.158005,242.158005,20892300
5/12/2015,242.145004,242.880997,240.098999,241.112,241.112,19282600
5/13/2015,241.397995,243.703995,235.044998,236.376999,236.376999,27180100
5/14/2015,236.214005,237.798996,234.057007,236.929001,236.929001,24413700
5/15/2015,236.955002,238.753006,236.794998,237.604996,237.604996,16329400
5/16/2015,237.643997,237.697006,235.294998,236.153,236.153,11089700
5/17/2015,236.009995,238.024994,236.009995,236.802002,236.802002,11134300
5/18/2015,236.886993,237.210007,232.460007,233.128006,233.128006,16780300
5/19/2015,233.037003,234.151001,231.817001,231.947006,231.947006,14241900
5/20/2015,231.889999,234.682999,231.841995,234.018005,234.018005,15499400
5/21/2015,234.016006,236.242004,233.835007,235.343994,235.343994,15108900
5/22/2015,235.320999,240.968994,235.059998,240.348007,240.348007,27003000
5/23/2015,240.285995,241.024994,238.690994,238.871994,238.871994,14605000
5/24/2015,238.975998,241.977997,238.811005,240.953003,240.953003,11508000
5/25/2015,240.927002,241.020996,236.636993,237.110001,237.110001,14423900
5/26/2015,237.104004,238.242004,235.692001,237.115997,237.115997,16425000
5/27/2015,237.065002,238.636002,236.695007,237.283005,237.283005,18837000
5/28/2015,237.257004,237.824005,236.651993,237.408005,237.408005,13829600
5/29/2015,237.376999,237.522003,235.731003,237.095993,237.095993,14805000
5/30/2015,237.091995,237.093002,232.046005,233.345001,233.345001,14098600
5/31/2015,233.134995,233.251999,229.542007,230.190002,230.190002,14730800
6/1/2015,230.233002,231.712997,221.296005,222.925995,222.925995,26090500
6/2/2015,222.893997,226.416,222.419006,225.802994,225.802994,20459000
6/3/2015,225.735992,227.404007,223.929993,225.873993,225.873993,17752400
6/4/2015,225.772003,226.580994,224.054001,224.324005,224.324005,14728100
6/5/2015,224.154007,225.968002,223.179001,224.951996,224.951996,18056500
6/6/2015,225.005005,225.718994,224.378998,225.619003,225.619003,11131500
6/7/2015,225.595993,226.194,222.651993,222.880997,222.880997,13318400
6/8/2015,222.878998,229.464005,222.839005,228.488998,228.488998,23378400
6/9/2015,228.537994,230.953995,227.929001,229.048004,229.048004,28353100
6/10/2015,228.994995,229.781998,228.009995,228.802994,228.802994,15904800
6/11/2015,228.854996,230.287003,228.766998,229.705002,229.705002,14416000
6/12/2015,229.705002,231.057007,229.313004,229.981995,229.981995,14017700
6/13/2015,229.919998,232.651993,229.210007,232.401993,232.401993,13305300
6/14/2015,232.442001,234.858002,232.003998,233.542999,233.542999,12165900
6/15/2015,233.421997,237.835999,233.421997,236.822998,236.822998,19912100
6/16/2015,236.764999,251.742004,236.121994,250.895004,250.895004,41612000
6/17/2015,250.822998,256.852997,246.475998,249.283997,249.283997,43858400
6/18/2015,249.427994,252.108002,244.126999,249.007004,249.007004,30980200
6/19/2015,249.042999,250.977005,243.787003,244.606003,244.606003,23965300
6/20/2015,244.529999,245.828003,240.626999,245.212006,245.212006,20608100
6/21/2015,245.100006,245.223999,241.882004,243.944,243.944,10600900
6/22/2015,243.968994,247.917007,243.779007,246.990005,246.990005,17692500
6/23/2015,246.927002,247.304001,243.132996,244.296005,244.296005,15108700
6/24/2015,244.281998,244.341003,240.514999,240.514999,240.514999,17344900
6/25/2015,240.365005,243.332001,240.365005,242.798996,242.798996,16133100
6/26/2015,242.604004,243.748993,241.552994,243.593994,243.593994,13983500
6/27/2015,243.548996,251.339005,243.117004,250.990005,250.990005,20488600
6/28/2015,250.955002,251.171997,247.434006,249.011002,249.011002,15137600
6/29/2015,248.720993,257.173004,248.580994,257.063995,257.063995,34742900
6/30/2015,257.036011,267.867004,255.945999,263.071991,263.071991,44533800
7/1/2015,263.345001,265.171997,255.774002,258.621002,258.621002,27029800
7/2/2015,258.552002,261.631012,254.115997,255.412003,255.412003,21551900
7/3/2015,255.459,257.076996,253.505005,256.335999,256.335999,19033800
7/4/2015,256.490997,261.457001,254.199997,260.885986,260.885986,15620400
7/5/2015,260.804993,274.506012,258.700989,271.912994,271.912994,44156100
7/6/2015,271.108002,277.421997,267.600006,269.029999,269.029999,49154800
7/7/2015,269.963013,271.341003,264.832001,266.207001,266.207001,28857600
7/8/2015,265.981995,272.971008,264.385986,270.785004,270.785004,36980200
7/9/2015,270.826996,272.334991,267.085999,269.227997,269.227997,40301200
7/10/2015,269.156006,294.591003,268.802002,284.894012,284.894012,100390000
7/11/2015,284.880005,298.506012,283.529999,293.11499,293.11499,41109900
7/12/2015,293.140015,314.394012,292.505005,310.867004,310.867004,56405000
7/13/2015,310.826996,310.947998,281.010986,292.053986,292.053986,62053900
7/14/2015,292.033997,296.147003,286.638,287.463989,287.463989,28727200
7/15/2015,288.045013,293.247986,285.367004,285.82901,285.82901,27486600
7/16/2015,286.041992,291.183014,275.23999,278.088989,278.088989,49482600
7/17/2015,278.091003,280.279999,272.042999,279.471985,279.471985,27591400
7/18/2015,279.330994,282.527008,274.075012,274.901001,274.901001,25187100
7/19/2015,274.766998,275.670013,272.513,273.614014,273.614014,15332500
7/20/2015,273.498993,278.980988,272.959991,278.980988,278.980988,22711400
7/21/2015,278.881989,280.546997,275.419006,275.833008,275.833008,22930700
7/22/2015,275.657013,277.665985,274.381012,277.221985,277.221985,19389800
7/23/2015,277.341003,278.110992,275.716003,276.049011,276.049011,18531300
7/24/2015,276.005005,289.252991,275.253998,288.278015,288.278015,37199400
7/25/2015,288.164001,290.733002,286.002014,288.696991,288.696991,20662200
7/26/2015,288.640015,293.052002,287.705994,292.686005,292.686005,16032300
7/27/2015,292.639008,297.773987,287.450012,293.623993,293.623993,30592000
7/28/2015,293.632996,296.648987,293.423004,294.427002,294.427002,25453600
7/29/2015,294.484009,294.536011,288.777008,289.589996,289.589996,24672600
7/30/2015,289.102997,290.126007,286.567993,287.721985,287.721985,21635800
7/31/2015,287.696014,288.959015,282.343994,284.649994,284.649994,23629100
8/1/2015,284.686005,284.932007,278.112,281.601013,281.601013,18995000
8/2/2015,280.449005,283.032013,277.528992,282.614014,282.614014,17722200
8/3/2015,282.806,285.471008,280.233002,281.22699,281.22699,21474100
8/4/2015,281.225006,285.714996,281.225006,285.217987,285.217987,21908700
8/5/2015,284.846985,285.501007,281.488007,281.881989,281.881989,20128000
8/6/2015,281.906006,281.906006,278.403015,278.576996,278.576996,18792100
8/7/2015,278.740997,280.391998,276.365997,279.584991,279.584991,42484800
8/8/2015,279.742004,279.928009,260.709991,260.997009,260.997009,58533000
8/9/2015,261.115997,267.002991,260.467987,265.083008,265.083008,23789600
8/10/2015,265.477997,267.032013,262.596008,264.470001,264.470001,20979400
8/11/2015,264.34201,270.385986,264.093994,270.385986,270.385986,25433900
8/12/2015,270.597992,270.673004,265.468994,266.376007,266.376007,26815400
8/13/2015,266.183014,266.231995,262.841003,264.079987,264.079987,27685500
8/14/2015,264.131989,267.466003,261.477997,265.679993,265.679993,27091200
8/15/2015,265.528992,266.666992,261.29599,261.550995,261.550995,19321100
8/16/2015,261.865997,262.440002,257.040985,258.506989,258.506989,29717000
8/17/2015,258.48999,260.505005,257.117004,257.976013,257.976013,21617900
8/18/2015,257.925995,257.993011,211.078995,211.078995,211.078995,42147200
8/19/2015,225.671005,237.408997,222.766006,226.684006,226.684006,60869200
8/20/2015,226.899002,237.365005,226.899002,235.350006,235.350006,32275000
8/21/2015,235.354996,236.432007,231.723999,232.569,232.569,23173800
8/22/2015,232.662003,234.957001,222.703995,230.389999,230.389999,23205900
8/23/2015,230.376007,232.705002,225.580002,228.169006,228.169006,18406600
8/24/2015,228.112,228.139008,210.442993,210.494995,210.494995,59220700
8/25/2015,210.067993,226.320999,199.567001,221.608994,221.608994,61089200
8/26/2015,222.076004,231.182999,220.203995,225.830994,225.830994,31808000
8/27/2015,226.050003,228.643005,223.684006,224.768997,224.768997,21905400
8/28/2015,224.701004,235.218994,220.925995,231.395996,231.395996,31336600
8/29/2015,231.548996,233.222,227.330002,229.779999,229.779999,17142500
8/30/2015,229.895004,232.067993,226.246994,228.761002,228.761002,19412600
8/31/2015,229.113998,231.955994,225.914993,230.056,230.056,20710700
9/1/2015,230.255997,231.216003,226.860001,228.121002,228.121002,20575200
9/2/2015,228.026993,230.576996,226.475006,229.283997,229.283997,18760400
9/3/2015,229.324005,229.604996,226.667007,227.182999,227.182999,17482000
9/4/2015,227.214996,230.899994,227.050995,230.298004,230.298004,20962400
9/5/2015,230.199005,236.143005,229.442993,235.018997,235.018997,20671400
9/6/2015,234.869995,242.912003,234.681,239.839996,239.839996,25473700
9/7/2015,239.934006,242.106003,238.722,239.847,239.847,21192200
9/8/2015,239.845993,245.781006,239.677994,243.606995,243.606995,26879200
9/9/2015,243.414993,244.416,237.820999,238.167999,238.167999,23635700
9/10/2015,238.335999,241.292999,235.791,238.477005,238.477005,21215500
9/11/2015,238.328995,241.169006,238.328995,240.106995,240.106995,19224700
9/12/2015,239.854996,240.123993,234.753998,235.229004,235.229004,17962600
9/13/2015,235.242004,235.934998,229.332001,230.511993,230.511993,18478800
9/14/2015,230.608994,232.440002,227.960999,230.643997,230.643997,20997800
9/15/2015,230.492004,259.182007,229.822006,230.304001,230.304001,19177800
9/16/2015,230.25,231.214996,227.401993,229.091003,229.091003,20144200
9/17/2015,229.076004,230.285004,228.925995,229.809998,229.809998,18935400
9/18/2015,233.520996,234.352997,232.184998,232.975006,232.975006,20242200
9/19/2015,232.858002,233.205002,231.089005,231.492996,231.492996,12712600
9/20/2015,231.399002,232.365005,230.910004,231.212006,231.212006,14444700
9/21/2015,231.216995,231.216995,226.520996,227.085007,227.085007,19678800
9/22/2015,226.968994,232.386002,225.117004,230.617996,230.617996,25009300
9/23/2015,230.936005,231.835007,229.591003,230.283005,230.283005,17254100
9/24/2015,230.358002,235.649002,230.294998,234.529007,234.529007,25097800
9/25/2015,234.362,237.427002,233.684006,235.143997,235.143997,22363600
9/26/2015,235.076004,235.403,233.358002,234.339996,234.339996,13724100
9/27/2015,234.139008,234.526001,232.475998,232.757004,232.757004,14179900
9/28/2015,232.835999,239.339005,232.466995,239.141998,239.141998,24713000
9/29/2015,239.016006,239.802002,235.927994,236.686996,236.686996,22691300
9/30/2015,236.639999,237.733994,235.628998,236.059998,236.059998,19743500
10/1/2015,236.003998,238.445007,235.615997,237.548996,237.548996,20488800
10/2/2015,237.264008,238.541,236.602997,237.292999,237.292999,19677900
10/3/2015,237.201996,239.315002,236.944,238.729996,238.729996,16482700
10/4/2015,238.531006,238.968002,237.940002,238.259003,238.259003,12999000
10/5/2015,238.147003,240.382996,237.035004,240.382996,240.382996,23335900
10/6/2015,240.363998,246.934998,240.136002,246.063004,246.063004,27535100
10/7/2015,246.169998,246.681,242.585007,242.968994,242.968994,22999200
10/8/2015,243.074997,244.251007,242.179001,242.304001,242.304001,18515300
10/9/2015,242.498001,244.227997,242.121994,243.931,243.931,17353100
10/10/2015,243.740005,245.319,243.074005,244.940994,244.940994,15912700
10/11/2015,244.742004,247.242996,244.151993,247.050003,247.050003,16827300
